CustomerID;Title;FirstName;MiddleName;LastName;Suffix;AddressLine1;AddressLine2;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
18053;NULL;Stefanie;NULL;Smith;NULL;3605 Sinclair Ave.;NULL;Charlotte;North Carolina;United States;28202;172-555-0113;7/10/1980;Bachelors;Skilled Manual;F;S;0;0;0;0;56977;6/03/2017;1;52.76;YES
12753;NULL;Ramon;K;Zhao;NULL;1234, rue Ste-Honoré;NULL;Villeneuve-d'Ascq;Nord;France;59491;1 (11) 500 555-0192;20/05/1991;Partial College;Manual;M;S;0;1;0;0;30425;6/03/2017;0;46.38;NO
13847;NULL;Kurt;G;Tang;NULL;4500 Willow Dr.;NULL;Oxford;England;United Kingdom;OX14 4SE;1 (11) 500 555-0172;25/07/1995;Bachelors;Manual;M;M;0;0;0;0;28472;6/03/2017;0;44.76;NO
18492;NULL;Tamara;H;Johnston;NULL;7518 Pepperridge Place;NULL;St. Leonards;New South Wales;Australia;2065;1 (11) 500 555-0194;13/10/1978;Bachelors;Skilled Manual;F;S;0;1;0;0;51351;6/03/2017;0;47.95;NO
28153;NULL;Mackenzie;NULL;Torres;NULL;9277 Santa Rita Dr;NULL;Oak Bay;British Columbia;Canada;V8P;906-555-0196;24/03/1983;Bachelors;Skilled Manual;F;S;0;1;0;0;56142;6/03/2017;0;51.23;NO
13385;NULL;Danielle;M;Cook;NULL;8305 California St.;NULL;Issaquah;Washington;United States;98027;140-555-0112;27/11/1970;Partial College;Clerical;F;S;1;0;0;0;84367;7/03/2017;1;52.4;YES
26247;NULL;Sophia;NULL;Turner;NULL;1646 Seal Way;NULL;Chula Vista;California;United States;91910;340-555-0188;24/05/1986;Graduate Degree;Professional;F;M;1;3;0;0;129956;6/03/2017;0;51.78;NO
12732;NULL;Todd;K;Guo;NULL;72, rue de Berri;NULL;Orleans;Loiret;France;45000;1 (11) 500 555-0173;21/02/1992;Partial High School;Skilled Manual;M;S;0;0;0;0;56726;6/03/2017;0;49.09;NO
16776;NULL;Dalton;NULL;Lewis;NULL;2245 Cloudview Dr;NULL;Bellingham;Washington;United States;98225;165-555-0115;22/03/1990;Bachelors;Manual;M;M;0;1;2;2;35325;6/03/2017;1;47.19;YES
15599;NULL;Darryl;R;Ma;NULL;3432 White Pl.;NULL;Rockhampton;Queensland;Australia;4700;1 (11) 500 555-0141;21/05/1985;Bachelors;Professional;M;S;1;1;0;0;130395;6/03/2017;0;57.39;NO
20298;NULL;Edgar;NULL;Arun;NULL;1077 Willow Court;NULL;Burbank;California;United States;91502;102-555-0196;6/04/1987;Graduate Degree;Skilled Manual;M;S;0;0;0;0;54220;6/03/2017;0;48.02;NO
13598;NULL;Keith;R;Luo;NULL;Am Gallberg 656;NULL;Werne;Nordrhein-Westfalen;Germany;59368;1 (11) 500 555-0149;16/08/1971;Partial College;Skilled Manual;M;M;1;1;0;1;57696;6/03/2017;1;54.55;YES
11863;NULL;Jessica;NULL;Wood;NULL;1439 N. Canyon Road;NULL;Sedro Woolley;Washington;United States;98284;130-555-0137;11/10/1981;Partial College;Management;F;M;1;2;2;2;102475;6/03/2017;1;52.87;YES
14504;NULL;Nicole;NULL;Jones;NULL;7929 Blocking Ct.;NULL;Victoria;British Columbia;Canada;V8V;808-555-0169;21/08/1958;Graduate Degree;Clerical;F;M;1;2;1;2;78668;6/03/2017;1;49.49;YES
18403;NULL;Madeline;R;Phillips;NULL;1542 Del Rey St.;NULL;Ballard;Washington;United States;98107;528-555-0156;26/02/1981;Partial College;Skilled Manual;F;S;0;1;0;0;59959;6/03/2017;0;49.94;NO
29354;NULL;Isaiah;B;Edwards;NULL;3694 Sun View Court;NULL;Marysville;Washington;United States;98270;727-555-0161;11/09/1985;Graduate Degree;Clerical;M;S;0;2;0;0;83348;6/03/2017;1;56.81;YES
22469;NULL;Sabrina;L;Moreno;NULL;Husemann Straße 9514;NULL;Erlangen;Bayern;Germany;91054;1 (11) 500 555-0194;1/11/1987;Partial College;Management;F;M;1;2;1;1;104116;6/03/2017;1;53.25;YES
17380;NULL;Nathan;C;Adams;NULL;5398 Shadow Falls Drive;NULL;Berkeley;California;United States;94704;789-555-0194;6/02/1998;Partial College;Skilled Manual;M;S;0;2;0;0;53785;6/03/2017;0;48.48;NO
16593;NULL;Suzanne;NULL;He;NULL;6894 Oeffler Ln.;NULL;Birmingham;England;United Kingdom;B29 6SL;1 (11) 500 555-0114;5/01/1972;Partial College;Clerical;F;M;1;2;1;2;76743;6/03/2017;1;51.1;YES
17371;NULL;Kaylee;R;Reed;NULL;3612 Vista Place;NULL;Cliffside;British Columbia;Canada;V8Y 1L1;180-555-0185;18/08/1998;High School;Skilled Manual;F;S;0;1;0;0;56536;6/03/2017;0;52.42;NO
16396;NULL;Keith;W;Rai;NULL;Alderstr 8429;NULL;Mühlheim;Hamburg;Germany;63151;1 (11) 500 555-0122;17/04/1987;Partial High School;Skilled Manual;M;S;0;1;0;0;61436;6/03/2017;0;48.34;NO
26835;NULL;Kyle;C;Turner;NULL;39, boulevard Beau Marchais;NULL;Tremblay-en-France;Seine Saint Denis;France;93290;1 (11) 500 555-0151;9/01/1985;Partial High School;Skilled Manual;M;M;1;1;1;2;51929;6/03/2017;1;55.44;YES
23458;NULL;Mackenzie;K;Edwards;NULL;6886 Melody Drive;NULL;Port Hammond;British Columbia;Canada;V6B 3P7;817-555-0155;14/02/1976;Partial High School;Manual;F;S;0;1;0;0;27655;6/03/2017;0;48.17;NO
21469;NULL;Caitlin;C;Bell;NULL;3606 Bishop Drive;NULL;El Cajon;California;United States;92020;802-555-0122;27/09/1967;Partial College;Skilled Manual;F;S;1;1;1;1;51294;6/03/2017;0;51.94;NO
17886;NULL;Bianca;J;Harrison;NULL;7865 Mt. Diablo St;NULL;Bracknell;England;United Kingdom;RG12 8TB;1 (11) 500 555-0155;19/08/1978;Bachelors;Management;F;M;1;1;1;2;111512;6/03/2017;1;52.8;YES
26446;NULL;Jamie;H;Muñoz;NULL;9539 Glenside Dr;NULL;Milsons Point;New South Wales;Australia;2061;1 (11) 500 555-0111;9/03/1990;High School;Skilled Manual;M;S;0;1;0;0;52912;6/03/2017;0;51.65;NO
20992;NULL;Julio;NULL;Serrano;NULL;1343 Prospect St;NULL;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0143;16/07/1999;Bachelors;Management;M;M;0;1;0;0;105576;6/03/2017;0;51.3;NO
15059;NULL;Lisa;R;Zhu;NULL;3359 Northwood Dr;NULL;Woolston;England;United Kingdom;WA1 4SY;1 (11) 500 555-0175;14/09/1979;Graduate Degree;Professional;F;M;1;0;0;1;134335;6/03/2017;1;51.94;YES
15541;NULL;Zoe;J;Morris;NULL;734 Balboa Ct.;NULL;Palo Alto;California;United States;94303;260-555-0117;7/04/1982;Bachelors;Clerical;F;S;1;3;0;0;85734;6/03/2017;0;51.43;NO
17526;NULL;Tristan;J;Gonzales;NULL;887 Concord Blvd.;NULL;Corvallis;Oregon;United States;97330;645-555-0167;25/03/1977;High School;Skilled Manual;M;S;1;2;0;0;59078;6/03/2017;1;52.43;YES
18963;NULL;Amber;M;Collins;NULL;737 Castle Rock Road;NULL;Renton;Washington;United States;98055;328-555-0180;2/02/1982;Partial College;Clerical;F;M;1;2;0;1;82870;6/03/2017;1;50.29;YES
16506;NULL;Catherine;L;Murphy;NULL;2399 Stafford Ave;NULL;Metchosin;British Columbia;Canada;V9;399-555-0117;13/12/1993;Partial College;Management;F;M;1;2;0;0;106518;6/03/2017;1;50.55;YES
18139;NULL;Jennifer;NULL;Washington;NULL;Auf den Kuhlen Straße 2249;NULL;Hamburg;Hamburg;Germany;20354;1 (11) 500 555-0188;12/02/1975;Partial High School;Skilled Manual;F;M;1;0;0;2;51941;6/03/2017;1;48.79;YES
27271;NULL;Anna;S;Reed;NULL;8209 Green View Court;NULL;Edmonds;Washington;United States;98020;114-555-0181;13/09/1991;Graduate Degree;Management;F;M;1;1;0;1;102598;6/03/2017;0;50.48;NO
11321;NULL;Terrance;D;Raman;NULL;2297 Via Valencia;NULL;Burien;Washington;United States;98168;879-555-0124;8/07/1958;Bachelors;Skilled Manual;M;M;1;2;0;2;52068;6/03/2017;0;48.25;NO
16282;NULL;Kristine;NULL;Suarez;NULL;9875 Pheasant Drive;NULL;London;England;United Kingdom;W1N 9FA;1 (11) 500 555-0187;1/09/1983;High School;Clerical;F;S;0;3;0;0;86079;6/03/2017;0;54.86;NO
21610;NULL;Caleb;NULL;Edwards;NULL;4122 Ruth Drive;NULL;Fremont;California;United States;94536;139-555-0181;20/02/1990;Graduate Degree;Management;M;M;1;3;0;0;109111;6/03/2017;1;51.08;YES
28850;NULL;Nelson;NULL;Hernandez;NULL;1921 Garcia Ranch Road;NULL;Cliffside;British Columbia;Canada;V8Y 1L1;118-555-0171;4/11/1990;Graduate Degree;Professional;M;S;1;1;0;0;128325;6/03/2017;1;51.28;YES
24580;NULL;Wesley;M;Zhao;NULL;Altendorfer Straße 4;NULL;Solingen;Nordrhein-Westfalen;Germany;42651;1 (11) 500 555-0137;10/08/1967;Partial High School;Skilled Manual;M;M;1;1;1;2;61747;6/03/2017;1;48.42;YES
15391;NULL;Jordyn;K;Powell;NULL;3156 Crystal Avenue;NULL;Newton;British Columbia;Canada;V2M1N7;809-555-0141;20/03/1975;High School;Skilled Manual;F;M;1;2;0;2;52798;6/03/2017;1;48.64;YES
27619;NULL;Joseph;F;Lee;NULL;8713 Yosemite Ct.;NULL;Chula Vista;California;United States;91910;157-555-0165;27/11/1984;Partial College;Skilled Manual;M;S;0;0;0;0;62290;6/03/2017;1;60.04;YES
19626;NULL;Bradley;NULL;Anand;NULL;4346 Via Rerrari;NULL;Goulburn;New South Wales;Australia;2580;1 (11) 500 555-0154;8/10/1980;Partial College;Manual;M;M;1;1;0;2;34685;6/03/2017;0;55.89;NO
21303;NULL;Sydney;L;Jenkins;NULL;7521 Mount Aire Parkway;NULL;Torrance;California;United States;90505;334-555-0156;14/08/1975;High School;Manual;F;M;1;1;2;2;25745;6/03/2017;0;48.3;NO
13391;NULL;Brenda;NULL;Malhotra;NULL;5190 Jacqueline Way;NULL;Burnaby;British Columbia;Canada;V3J 6Z3;113-555-0198;27/02/1971;Partial High School;Manual;F;M;1;1;1;2;35574;6/03/2017;0;47.62;NO
14803;NULL;Stacy;D;Martin;NULL;Kappellweg 242;NULL;Hamburg;Hamburg;Germany;20354;1 (11) 500 555-0172;7/06/1984;High School;Manual;F;S;0;0;0;0;36527;6/03/2017;1;46.47;YES
16878;NULL;Devin;NULL;Young;NULL;8775 Boulevard;NULL;Corvallis;Oregon;United States;97330;595-555-0160;19/11/1956;Graduate Degree;Clerical;M;S;1;2;1;1;84878;6/03/2017;1;53.84;YES
22016;NULL;Terrence;E;Andersen;NULL;7651 Smiling Tree Court;Space 55;Burien;Washington;United States;98168;159-555-0162;22/10/2000;Partial High School;Skilled Manual;M;S;0;2;0;0;59179;6/03/2017;1;48.78;YES
19028;NULL;Cedric;NULL;Wang;NULL;74, rue Descartes;NULL;Les Ulis;Essonne;France;91940;1 (11) 500 555-0182;26/05/1977;Partial College;Management;M;M;1;2;0;2;112531;6/03/2017;0;54.21;NO
22346;NULL;Catherine;S;Howard;NULL;325 Woodbury Place;NULL;Beverly Hills;California;United States;90210;196-555-0125;6/04/1975;Partial College;Management;F;M;1;3;1;1;107025;6/03/2017;1;53.01;YES
28888;NULL;Casey;C;Lal;NULL;8011, rue de Cambrai;NULL;Saint Ouen;Somme;France;80610;1 (11) 500 555-0190;21/05/1964;Bachelors;Management;F;M;1;1;0;2;111098;6/03/2017;0;51.83;NO
19148;NULL;Cody;M;Ramirez;NULL;1247 Cardiff Dr.;NULL;Beaverton;Oregon;United States;97005;117-555-0155;8/09/1984;Bachelors;Manual;M;S;0;0;0;0;34765;6/03/2017;1;54.42;YES
28073;NULL;Mackenzie;C;Green;NULL;2961 Ameno Road;NULL;Port Hammond;British Columbia;Canada;V6B 3P7;270-555-0150;13/04/1987;Bachelors;Skilled Manual;F;S;0;1;0;0;55647;6/03/2017;0;48.46;NO
19773;NULL;Ricky;NULL;Gutierrez;NULL;8403 Roskelley Drive;NULL;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0139;11/03/1974;Partial College;Skilled Manual;M;M;1;1;1;2;62213;6/03/2017;1;60.23;YES
18211;NULL;Jaclyn;NULL;Sun;NULL;5914 Hazel Drive;NULL;Caloundra;Queensland;Australia;4551;1 (11) 500 555-0177;12/01/1992;High School;Manual;F;M;0;0;1;1;34242;6/03/2017;1;47.84;YES
28946;NULL;John;C;Anderson;NULL;2513 Buskirk Avenue;NULL;Hervey Bay;Queensland;Australia;4655;1 (11) 500 555-0187;25/09/1992;Bachelors;Management;M;S;0;1;0;0;106299;6/03/2017;1;51.28;YES
19260;NULL;Latoya;NULL;Sharma;NULL;4290 Wellington Avenue;NULL;Billericay;England;United Kingdom;CM11;1 (11) 500 555-0114;8/07/1959;Bachelors;Clerical;F;S;1;2;0;1;84730;7/03/2017;0;54.07;NO
13005;NULL;Desiree;NULL;Alvarez;NULL;3818 Landana Drive;NULL;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0147;15/08/1986;Graduate Degree;Manual;F;M;0;0;0;1;25658;6/03/2017;0;45.38;NO
20182;NULL;Isabelle;NULL;Price;NULL;5412 Iris Ct;NULL;Westminster;British Columbia;Canada;V3L 1E7;835-555-0119;25/06/1982;Partial College;Manual;F;M;1;0;1;2;26760;6/03/2017;0;45.66;NO
11450;NULL;Brett;NULL;Mehta;NULL;7411 Crivello Avenue;NULL;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0187;12/11/1995;High School;Skilled Manual;M;S;0;2;0;0;60186;6/03/2017;1;50.92;YES
17815;NULL;Ronnie;C;Ma;NULL;6299 Balance Ct.;NULL;Bury;England;United Kingdom;PE17;1 (11) 500 555-0149;11/08/1982;Partial College;Manual;M;S;0;0;0;0;29771;6/03/2017;0;53.3;NO
12108;NULL;James;C;Walker;NULL;9142 Altura Drive;NULL;Marysville;Washington;United States;98270;314-555-0135;23/02/1970;Partial College;Skilled Manual;M;M;1;2;1;2;55909;6/03/2017;1;56.61;YES
20823;NULL;Troy;L;Martinez;NULL;6759 Greenbrier Street;NULL;East Brisbane;Queensland;Australia;4169;1 (11) 500 555-0130;28/04/1997;Partial College;Skilled Manual;M;M;0;0;0;0;57747;6/03/2017;1;48.79;YES
27890;NULL;Kyle;NULL;Evans;NULL;7367 Walters Way;NULL;Esher-Molesey;England;United Kingdom;EM15;1 (11) 500 555-0185;10/08/1980;Partial College;Clerical;M;S;1;1;0;0;76739;6/03/2017;1;55.12;YES
25146;NULL;Carson;J;Gonzales;NULL;2700 Roundtree Dr.;NULL;W. Linn;Oregon;United States;97068;151-555-0131;25/01/1973;Partial High School;Manual;M;M;1;1;0;2;35614;6/03/2017;0;54.24;NO
12398;NULL;Ashley;H;Clark;NULL;804, avenue du Québec;NULL;Lille;Nord;France;59000;1 (11) 500 555-0196;12/07/1991;Partial College;Skilled Manual;F;S;0;1;0;0;60852;6/03/2017;0;50.1;NO
14442;NULL;Shelby;NULL;Peterson;NULL;7307 Humphrey Drive;NULL;Lemon Grove;California;United States;91945;789-555-0143;24/06/1985;Partial College;Clerical;F;S;0;3;0;0;80496;6/03/2017;1;50.61;YES
22735;NULL;Katherine;NULL;Jones;NULL;7040 Santa Fe Street;NULL;Corvallis;Oregon;United States;97330;435-555-0151;25/06/1964;High School;Clerical;F;M;1;2;1;2;86430;6/03/2017;1;52.37;YES
25281;NULL;Jeremy;J;Allen;NULL;5091 Laurel Dr.;NULL;Renton;Washington;United States;98055;337-555-0184;14/09/1995;High School;Skilled Manual;M;S;0;1;0;0;58843;6/03/2017;1;53.16;YES
20365;NULL;Isaac;L;Scott;NULL;5832 Horseshoe Circle;NULL;Bellingham;Washington;United States;98225;523-555-0152;27/07/1980;High School;Manual;M;M;1;1;0;2;34928;6/03/2017;1;46.65;YES
28387;NULL;Roberto;NULL;Alvarez;NULL;1739 Breaker Dr.;NULL;Stoke-on-Trent;England;United Kingdom;AS23;1 (11) 500 555-0147;9/03/1984;Partial High School;Manual;M;M;0;0;0;1;29130;6/03/2017;0;48.28;NO
23182;NULL;Savannah;NULL;Rivera;NULL;5689 Greenwood Place;NULL;El Cajon;California;United States;92020;804-555-0112;26/08/1986;Graduate Degree;Professional;F;M;1;2;0;0;137398;6/03/2017;0;52.01;NO
26052;NULL;Carolyn;NULL;Subram;NULL;2868 Central Avenue;NULL;Burien;Washington;United States;98168;418-555-0156;24/04/1985;Partial College;Manual;F;M;0;1;2;2;36594;6/03/2017;0;47.58;NO
17504;NULL;Anna;R;Williams;NULL;6345 Katharyn Drive;NULL;Goulburn;New South Wales;Australia;2580;1 (11) 500 555-0133;18/05/1974;Partial College;Skilled Manual;F;S;1;2;0;0;52723;6/03/2017;1;51.26;YES
18966;NULL;Carly;NULL;Rai;NULL;3978 Spring Hill Dr.;NULL;Berkeley;California;United States;94704;822-555-0113;18/10/1962;Bachelors;Skilled Manual;F;M;1;1;2;2;56650;6/03/2017;1;49.56;YES
19555;NULL;Alejandro;R;Liu;NULL;9778 Concord Royale;NULL;Geelong;Victoria;Australia;3220;1 (11) 500 555-0111;21/01/1989;Graduate Degree;Clerical;M;M;1;1;1;1;82645;6/03/2017;0;52.3;NO
20646;NULL;Ryan;E;Chen;NULL;5457 Chrislend Court;NULL;Woodburn;Oregon;United States;97071;493-555-0113;24/05/1992;Graduate Degree;Skilled Manual;M;M;0;1;1;1;55672;6/03/2017;1;49.26;YES
24267;NULL;Jésus;M;Hernandez;NULL;7726 Driftwood Drive;NULL;Townsville;Queensland;Australia;4810;1 (11) 500 555-0176;12/04/1970;Partial High School;Skilled Manual;M;M;1;0;0;2;55646;6/03/2017;1;48.85;YES
21124;NULL;Mallory;L;Alvarez;NULL;3134 Rambling Rose Dr.;NULL;Reading;England;United Kingdom;RG7 5H7;1 (11) 500 555-0124;21/06/1994;Partial High School;Manual;F;S;0;1;0;0;29263;6/03/2017;0;48.79;NO
26337;NULL;Jennifer;NULL;Gonzalez;NULL;5539 Choctaw Court;NULL;Bremerton;Washington;United States;98312;944-555-0159;28/05/1986;Graduate Degree;Management;F;M;1;2;2;2;107337;6/03/2017;1;52.16;YES
16844;NULL;Emma;C;Robinson;NULL;5377 Sahara Dr.;NULL;Torrance;California;United States;90505;492-555-0160;25/07/1984;Bachelors;Management;F;M;1;3;0;2;111765;6/03/2017;1;51.3;YES
25787;NULL;Lee;NULL;Serrano;NULL;55, rue de l'Espace De Schengen;NULL;Villeneuve-d'Ascq;Nord;France;59491;1 (11) 500 555-0150;28/03/1974;High School;Skilled Manual;M;M;1;0;1;2;54482;6/03/2017;1;52.81;YES
11446;NULL;Bethany;K;Chander;NULL;3464 Chilpancingo Park;NULL;Lane Cove;New South Wales;Australia;1597;1 (11) 500 555-0179;12/08/1994;Bachelors;Manual;F;S;0;0;0;0;29850;6/03/2017;0;48.2;NO
11262;NULL;Jennifer;NULL;Simmons;NULL;7959 Mt. Wilson Way;NULL;Port Hammond;British Columbia;Canada;V6B 3P7;148-555-0115;4/05/1984;Bachelors;Management;F;M;1;2;0;0;105478;6/03/2017;1;51.3;YES
23845;NULL;Madeline;NULL;Turner;NULL;6732 Arcadia Pl.;#e;Redwood City;California;United States;94063;632-555-0134;14/08/1989;Bachelors;Skilled Manual;F;S;0;2;0;0;52033;6/03/2017;1;47.41;YES
26854;NULL;Jonathan;NULL;Hayes;NULL;33, rue du Puits Dixme;NULL;Lille;Nord;France;59000;1 (11) 500 555-0194;13/01/1986;Bachelors;Clerical;M;S;0;3;0;0;79378;6/03/2017;1;52.58;YES
26010;NULL;Morgan;W;Campbell;NULL;6125 Clay Way;NULL;Bremerton;Washington;United States;98312;894-555-0140;23/12/1979;Graduate Degree;Clerical;F;M;1;0;1;2;78933;6/03/2017;1;52.46;YES
20640;NULL;Noah;S;Turner;NULL;4858 Charlotte Ave;NULL;El Cajon;California;United States;92020;142-555-0112;1/06/1976;Partial College;Skilled Manual;M;M;1;1;1;2;54674;6/03/2017;1;51.5;YES
21647;NULL;Blake;NULL;Brown;NULL;5009 Orange Street;NULL;Bremerton;Washington;United States;98312;687-555-0187;4/02/1983;Bachelors;Manual;M;S;0;0;0;0;33966;7/03/2017;1;48.05;YES
27820;NULL;Joel;NULL;Patel;NULL;413 Miller Dr;NULL;Woolston;England;United Kingdom;WA1 4SY;1 (11) 500 555-0112;10/07/1983;Bachelors;Skilled Manual;M;M;1;2;0;1;51799;6/03/2017;1;54.77;YES
14749;NULL;Jose;C;Jenkins;NULL;4920 Orange St;NULL;Burbank;California;United States;91502;159-555-0110;27/04/1976;Partial College;Skilled Manual;M;M;1;0;2;2;54710;6/03/2017;1;56.21;YES
14444;NULL;Patrick;L;Sanders;NULL;4006 Sullivan Ave.;NULL;Mill Valley;California;United States;94941;467-555-0111;11/03/1985;Graduate Degree;Management;M;M;1;1;1;2;110353;6/03/2017;1;60.93;YES
28741;NULL;Bruce;NULL;Dominguez;NULL;Charlottenstr 42868;NULL;Werne;Nordrhein-Westfalen;Germany;59368;1 (11) 500 555-0115;21/10/1993;Bachelors;Management;M;M;1;2;0;0;104528;6/03/2017;1;51.33;YES
16732;NULL;Natalie;NULL;Flores;NULL;3805 Brushcreek Court;NULL;Port Orchard;Washington;United States;98366;433-555-0124;25/06/1998;High School;Skilled Manual;F;S;0;0;0;0;61306;6/03/2017;1;48.85;YES
14850;NULL;Audrey;NULL;Vazquez;NULL;2452, rue de Varenne;NULL;Saint Ouen;Loir et Cher;France;41100;1 (11) 500 555-0112;26/03/1993;Partial High School;Skilled Manual;F;S;0;0;0;0;55572;6/03/2017;0;51.46;NO
17446;NULL;Pamela;L;Rana;NULL;7521 Mount Aire Parkway;NULL;Beverly Hills;California;United States;90210;596-555-0166;14/08/1955;Graduate Degree;Management;F;M;1;0;1;2;108641;6/03/2017;1;54.84;YES
16871;NULL;Anna;A;Clark;NULL;2419 Adobe St.;NULL;Santa Monica;California;United States;90401;183-555-0145;11/02/1975;High School;Manual;F;M;1;0;1;2;35746;6/03/2017;1;49.47;YES
12293;NULL;Tammy;A;Garcia;NULL;5866 Orange St.;NULL;Bracknell;England;United Kingdom;RG12 8TB;1 (11) 500 555-0164;17/05/1964;Bachelors;Management;F;M;1;2;0;2;111217;6/03/2017;0;51.69;NO
28193;NULL;Taylor;NULL;Davis;NULL;4377 Viking Dr.;NULL;Lemon Grove;California;United States;91945;194-555-0130;19/04/1979;Graduate Degree;Manual;F;S;0;1;0;0;27462;6/03/2017;0;45.26;NO
27798;NULL;Brandon;NULL;Bryant;NULL;Essener Straße 126;NULL;Neunkirchen;Saarland;Germany;66578;1 (11) 500 555-0193;11/05/1986;Bachelors;Clerical;M;M;1;3;1;1;78079;6/03/2017;1;62.51;YES
11930;NULL;Jaclyn;M;Nara;NULL;2121 Royal Ann Lane;NULL;North Sydney;New South Wales;Australia;2055;1 (11) 500 555-0177;4/05/1967;High School;Skilled Manual;F;M;1;1;0;2;56009;6/03/2017;0;48.97;NO
29137;NULL;Jack;M;Allen;NULL;3450 Oakleaf Ct.;NULL;Metchosin;British Columbia;Canada;V9;407-555-0140;20/07/1983;Bachelors;Manual;M;M;0;0;2;2;30990;6/03/2017;1;55.4;YES
27364;NULL;Cedric;NULL;Li;NULL;3944 Kingsford Dr;NULL;Seaford;Victoria;Australia;3198;1 (11) 500 555-0190;27/08/1991;Bachelors;Skilled Manual;M;S;0;0;0;0;60193;6/03/2017;0;52.15;NO
28242;NULL;Madison;NULL;Butler;NULL;8280 Parkway Dr.;NULL;Chula Vista;California;United States;91910;179-555-0128;3/07/1984;Partial College;Manual;F;M;0;0;0;1;33166;6/03/2017;1;45.57;YES
21188;NULL;Clifford;NULL;Sanchez;NULL;494 Crown Court;NULL;Bendigo;Victoria;Australia;3550;1 (11) 500 555-0195;19/07/1984;Bachelors;Manual;M;M;0;0;0;1;29360;6/03/2017;0;52.06;NO
14743;NULL;Nathan;l;Turner;NULL;880 Hackamore Lane;NULL;Sedro Woolley;Washington;United States;98284;760-555-0138;25/02/1975;Partial College;Skilled Manual;M;M;1;0;1;2;58119;6/03/2017;1;55.16;YES
28127;NULL;Fernando;NULL;Price;NULL;8274 Gladstone Drive;NULL;Santa Cruz;California;United States;95062;678-555-0146;18/06/1995;Partial College;Clerical;M;M;0;1;0;0;81284;6/03/2017;1;49.75;YES
14067;NULL;Larry;NULL;Sanz;NULL;8790 Lay Brooke Way;NULL;Melbourne;Victoria;Australia;3000;1 (11) 500 555-0172;20/04/1982;Bachelors;Clerical;M;S;1;1;0;0;81663;6/03/2017;0;54.08;NO
14109;NULL;Aidan;G;Gonzales;NULL;4829 D St.;NULL;San Diego;California;United States;92102;603-555-0189;23/08/1994;Partial College;Clerical;M;M;0;3;0;0;81388;6/03/2017;0;50.09;NO
15159;NULL;Eric;NULL;Washington;NULL;1345 La Luz;NULL;Yakima;Washington;United States;98901;874-555-0150;15/08/1961;Graduate Degree;Professional;M;M;1;2;0;3;128021;6/03/2017;0;52.07;NO
22592;NULL;Lindsey;K;Anand;NULL;1915 Seawind Dr.;NULL;Stoke-on-Trent;England;United Kingdom;AS23;1 (11) 500 555-0155;2/02/1980;Graduate Degree;Management;F;S;1;2;0;0;110412;6/03/2017;0;51.69;NO
28622;NULL;Julia;V;Cooper;NULL;6916 Azores;NULL;Grossmont;California;United States;91941;370-555-0185;13/09/1978;Partial College;Clerical;F;M;1;1;2;2;84079;6/03/2017;1;53.7;YES
16688;NULL;Tabitha;L;Gomez;NULL;9941 Roanwood Way;NULL;Findon;South Australia;Australia;5023;1 (11) 500 555-0119;4/10/1981;Partial College;Skilled Manual;F;S;0;1;0;0;56530;6/03/2017;0;51.9;NO
15472;NULL;Jennifer;B;Torres;NULL;7688 P St.;NULL;Marysville;Washington;United States;98270;336-555-0135;18/10/1989;Bachelors;Management;F;S;0;0;0;0;109507;6/03/2017;0;54.52;NO
18692;NULL;Preston;G;Mehta;NULL;2228 Ashford Court;NULL;Lavender Bay;New South Wales;Australia;2060;1 (11) 500 555-0118;10/02/1989;Graduate Degree;Skilled Manual;M;M;0;0;1;2;56285;6/03/2017;1;50.32;YES
14985;NULL;Jaclyn;A;Zhu;NULL;921, impasse Ste-Madeleine;NULL;Bobigny;Seine Saint Denis;France;93000;1 (11) 500 555-0125;27/05/1997;High School;Clerical;F;S;0;1;0;0;81921;6/03/2017;0;50.21;NO
18799;NULL;Jacob;K;Lewis;NULL;3114 Notre Dame Ave.;NULL;La Jolla;California;United States;92806;128-555-0173;24/10/1991;Graduate Degree;Manual;M;M;0;1;0;2;30290;6/03/2017;0;45.73;NO
14794;NULL;Gilbert;NULL;Becker;NULL;3831 Frigate Ct;NULL;Oxford;England;United Kingdom;OX14 4SE;1 (11) 500 555-0113;13/08/1987;Bachelors;Skilled Manual;M;M;1;2;1;1;53799;6/03/2017;1;48.97;YES
24334;NULL;Alexa;NULL;James;NULL;7208 Peach Place;NULL;Novato;California;United States;94947;897-555-0196;6/09/1982;Bachelors;Clerical;F;M;1;3;0;2;79332;7/03/2017;0;49.8;NO
11960;NULL;Ana;NULL;Griffin;NULL;6612 Concord;NULL;Redmond;Washington;United States;98052;377-555-0180;3/07/1993;Partial College;Manual;F;S;0;0;0;0;30518;6/03/2017;1;48.08;YES
